date,area,category,dose,vaccine_type,new_doses,cumulative_doses,cumulative_doses_per100,denominator
2021-02-23,全国,医療,合計,ファイザー,0,11934,,
2021-02-24,全国,医療,合計,ファイザー,5954,17888,,
2021-02-25,全国,医療,合計,ファイザー,4008,21896,,
2021-02-26,全国,医療,合計,ファイザー,6634,28530,,
2021-02-27,全国,医療,合計,ファイザー,0,28530,,
2021-02-28,全国,医療,合計,ファイザー,0,28530,,
2021-03-01,全国,医療,合計,ファイザー,3255,31785,,
2021-03-02,全国,医療,合計,ファイザー,2987,34772,,
2021-03-03,全国,医療,合計,ファイザー,2531,37303,,
2021-03-04,全国,医療,合計,ファイザー,1871,39174,,
2021-03-05,全国,医療,合計,ファイザー,7295,46469,,
2021-03-06,全国,医療,合計,ファイザー,0,46469,,
2021-03-07,全国,医療,合計,ファイザー,0,46469,,
2021-03-08,全国,医療,合計,ファイザー,24327,70796,,
2021-03-09,全国,医療,合計,ファイザー,36762,107558,,
2021-03-10,全国,医療,合計,ファイザー,41392,148950,,
2021-03-11,全国,医療,合計,ファイザー,32234,181184,,
2021-03-12,全国,医療,合計,ファイザー,49358,230542,,
2021-03-13,全国,医療,合計,ファイザー,0,230542,,
2021-03-14,全国,医療,合計,ファイザー,0,230542,,
2021-03-15,全国,医療,合計,ファイザー,59733,290275,,
2021-03-16,全国,医療,合計,ファイザー,68916,359191,,
2021-03-17,全国,医療,合計,ファイザー,78294,437485,,
2021-03-18,全国,医療,合計,ファイザー,71217,508702,,
2021-03-19,全国,医療,合計,ファイザー,70133,578835,,
2021-03-20,全国,医療,合計,ファイザー,0,578835,,
2021-03-21,全国,医療,合計,ファイザー,0,578835,,
2021-03-22,全国,医療,合計,ファイザー,73863,652698,,
2021-03-23,全国,医療,合計,ファイザー,46428,699126,,
2021-03-24,全国,医療,合計,ファイザー,42054,741180,,
2021-03-25,全国,医療,合計,ファイザー,33942,775122,,
2021-03-26,全国,医療,合計,ファイザー,47747,822869,,
2021-03-27,全国,医療,合計,ファイザー,0,822869,,
2021-03-28,全国,医療,合計,ファイザー,0,822869,,
2021-03-29,全国,医療,合計,ファイザー,67793,890662,,
2021-03-30,全国,医療,合計,ファイザー,59069,949731,,
2021-03-31,全国,医療,合計,ファイザー,53008,1002739,,
2021-04-01,全国,医療,合計,ファイザー,47373,1050112,,
2021-04-02,全国,医療,合計,ファイザー,46586,1096698,,
2021-04-03,全国,医療,合計,ファイザー,0,1096698,,
2021-04-04,全国,医療,合計,ファイザー,0,1096698,,
2021-04-05,全国,医療,合計,ファイザー,100186,1196884,,
2021-04-06,全国,医療,合計,ファイザー,91682,1288566,,
2021-04-07,全国,医療,合計,ファイザー,104542,1393108,,
2021-04-08,全国,医療,合計,ファイザー,94498,1487606,,
2021-04-09,全国,医療,合計,ファイザー,104911,1592517,,
2021-04-10,全国,医療,合計,ファイザー,0,1592517,,
2021-04-11,全国,医療,合計,ファイザー,0,1592517,,
2021-04-12,全国,医療,合計,ファイザー,96936,1689453,,
2021-04-13,全国,医療,合計,ファイザー,53986,1743439,,
2021-04-14,全国,医療,合計,ファイザー,50996,1794435,,
2021-04-15,全国,医療,合計,ファイザー,52620,1847055,,
2021-04-16,全国,医療,合計,ファイザー,69687,1916742,,
2021-04-17,全国,医療,合計,ファイザー,0,1916742,,
2021-04-18,全国,医療,合計,ファイザー,0,1916742,,
2021-04-19,全国,医療,合計,ファイザー,119032,2035774,,
2021-04-20,全国,医療,合計,ファイザー,126419,2162193,,
2021-04-21,全国,医療,合計,ファイザー,152884,2315077,,
2021-04-22,全国,医療,合計,ファイザー,150489,2465566,,
2021-04-23,全国,医療,合計,ファイザー,177672,2643238,,
2021-04-24,全国,医療,合計,ファイザー,0,2643238,,
2021-04-25,全国,医療,合計,ファイザー,0,2643238,,
2021-04-26,全国,医療,合計,ファイザー,263328,2906566,,
2021-04-27,全国,医療,合計,ファイザー,203174,3109740,,
2021-04-28,全国,医療,合計,ファイザー,238273,3348013,,
2021-04-29,全国,医療,合計,ファイザー,0,3348013,,
2021-04-30,全国,医療,合計,ファイザー,274907,3622920,,
2021-05-01,全国,医療,合計,ファイザー,0,3622920,,
2021-05-02,全国,医療,合計,ファイザー,0,3622920,,
2021-05-03,全国,医療,合計,ファイザー,0,3622920,,
2021-05-04,全国,医療,合計,ファイザー,0,3622920,,
2021-05-05,全国,医療,合計,ファイザー,0,3622920,,
2021-05-06,全国,医療,合計,ファイザー,331914,3954834,,
2021-05-07,全国,医療,合計,ファイザー,140344,4095178,,
2021-05-08,全国,医療,合計,ファイザー,0,4095178,,
2021-05-09,全国,医療,合計,ファイザー,0,4095178,,
2021-05-10,全国,医療,合計,ファイザー,223504,4318682,,
2021-05-11,全国,医療,合計,ファイザー,168738,4487420,,
2021-05-12,全国,医療,合計,ファイザー,181720,4669140,,
2021-05-13,全国,医療,合計,ファイザー,219139,4888279,,
2021-05-14,全国,医療,合計,ファイザー,242878,5131157,,
2021-05-15,全国,医療,合計,ファイザー,0,5131157,,
2021-05-16,全国,医療,合計,ファイザー,0,5131157,,
2021-05-17,全国,医療,合計,ファイザー,349566,5480723,,
2021-05-18,全国,医療,合計,ファイザー,250244,5730967,,
2021-05-19,全国,医療,合計,ファイザー,267866,5998833,,
2021-05-20,全国,医療,合計,ファイザー,190533,6189366,,
2021-05-21,全国,医療,合計,ファイザー,249021,6438387,,
2021-05-22,全国,医療,合計,ファイザー,0,6438387,,
2021-05-23,全国,医療,合計,ファイザー,0,6438387,,
2021-05-24,全国,医療,合計,ファイザー,330320,6768707,,
2021-05-25,全国,医療,合計,ファイザー,139176,6907883,,
2021-05-26,全国,医療,合計,ファイザー,142417,7050300,,
2021-05-27,全国,医療,合計,ファイザー,145109,7195409,,
2021-05-28,全国,医療,合計,ファイザー,164359,7359768,,
2021-05-29,全国,医療,合計,ファイザー,0,7359768,,
2021-05-30,全国,医療,合計,ファイザー,0,7359768,,
2021-05-31,全国,医療,合計,ファイザー,272673,7632441,,
2021-06-01,全国,医療,合計,ファイザー,158934,7791375,,
2021-06-02,全国,医療,合計,ファイザー,158810,7950185,,
2021-06-03,全国,医療,合計,ファイザー,143045,8093230,,
2021-06-04,全国,医療,合計,ファイザー,158274,8251504,,
2021-06-05,全国,医療,合計,ファイザー,0,8251504,,
2021-06-06,全国,医療,合計,ファイザー,0,8251504,,
2021-06-07,全国,医療,合計,ファイザー,237191,8488695,,
2021-06-08,全国,医療,合計,ファイザー,160932,8649627,,
2021-06-09,全国,医療,合計,ファイザー,166337,8815964,,
2021-06-10,全国,医療,合計,ファイザー,134872,8950836,,
2021-06-11,全国,医療,合計,ファイザー,146314,9097150,,
2021-06-12,全国,医療,合計,ファイザー,0,9097150,,
2021-06-13,全国,医療,合計,ファイザー,0,9097150,,
2021-06-14,全国,医療,合計,ファイザー,209355,9306505,,
2021-06-15,全国,医療,合計,ファイザー,112407,9418912,,
2021-06-16,全国,医療,合計,ファイザー,115953,9534865,,
2021-06-17,全国,医療,合計,ファイザー,124719,9659584,,
2021-06-18,全国,医療,合計,ファイザー,123803,9783387,,
2021-06-19,全国,医療,合計,ファイザー,0,9783387,,
2021-06-20,全国,医療,合計,ファイザー,0,9783387,,
2021-06-21,全国,医療,合計,ファイザー,190833,9974220,,
2021-06-22,全国,医療,合計,ファイザー,92082,10066302,,
2021-06-23,全国,医療,合計,ファイザー,106704,10173006,,
2021-06-24,全国,医療,合計,ファイザー,107728,10280734,,
2021-06-25,全国,医療,合計,ファイザー,122692,10403426,,
2021-06-26,全国,医療,合計,ファイザー,0,10403426,,
2021-06-27,全国,医療,合計,ファイザー,0,10403426,,
2021-06-28,全国,医療,合計,ファイザー,151321,10554747,,
2021-06-29,全国,医療,合計,ファイザー,89859,10644606,,
2021-06-30,全国,医療,合計,ファイザー,77010,10721616,,
2021-07-01,全国,医療,合計,ファイザー,94100,10815716,,
2021-07-02,全国,医療,合計,ファイザー,80699,10896415,,
2021-07-03,全国,医療,合計,ファイザー,0,10896415,,
2021-07-04,全国,医療,合計,ファイザー,0,10896415,,
2021-07-05,全国,医療,合計,ファイザー,137210,11033625,,
2021-07-06,全国,医療,合計,ファイザー,97512,11131137,,
2021-07-07,全国,医療,合計,ファイザー,73186,11204323,,
2021-07-08,全国,医療,合計,ファイザー,79190,11283513,,
2021-07-09,全国,医療,合計,ファイザー,76327,11359840,,
2021-07-10,全国,医療,合計,ファイザー,0,11359840,,
2021-07-11,全国,医療,合計,ファイザー,0,11359840,,
2021-07-12,全国,医療,合計,ファイザー,115508,11475348,,
2021-07-13,全国,医療,合計,ファイザー,62851,11538199,,
2021-07-14,全国,医療,合計,ファイザー,60015,11598214,,
2021-07-15,全国,医療,合計,ファイザー,56559,11654773,,
2021-07-16,全国,医療,合計,ファイザー,59172,11713945,,
2021-07-17,全国,医療,合計,ファイザー,0,11713945,,
2021-07-18,全国,医療,合計,ファイザー,0,11713945,,
2021-07-19,全国,医療,合計,ファイザー,89751,11803696,,
2021-07-20,全国,医療,合計,ファイザー,64758,11868454,,
2021-07-21,全国,医療,合計,ファイザー,35777,11904231,,
2021-07-22,全国,医療,合計,ファイザー,0,11904231,,
2021-07-23,全国,医療,合計,ファイザー,0,11904231,,
2021-07-24,全国,医療,合計,ファイザー,0,11904231,,
2021-07-25,全国,医療,合計,ファイザー,0,11904231,,
2021-07-26,全国,医療,合計,ファイザー,61263,11965494,,
2021-07-27,全国,医療,合計,ファイザー,26568,11992062,,
2021-07-28,全国,医療,合計,ファイザー,29958,12022020,,
2021-07-29,全国,医療,合計,ファイザー,30316,12052336,,
2021-07-30,全国,医療,合計,ファイザー,35097,12087433,,
2021-02-17,全国,医療,1回目,ファイザー,125,125,,
2021-02-18,全国,医療,1回目,ファイザー,486,611,,
2021-02-19,全国,医療,1回目,ファイザー,4428,5039,,
2021-02-20,全国,医療,1回目,ファイザー,0,5039,,
2021-02-21,全国,医療,1回目,ファイザー,0,5039,,
2021-02-22,全国,医療,1回目,ファイザー,6895,11934,,
2021-02-23,全国,医療,1回目,ファイザー,0,11934,,
2021-02-24,全国,医療,1回目,ファイザー,5954,17888,,
2021-02-25,全国,医療,1回目,ファイザー,4008,21896,,
2021-02-26,全国,医療,1回目,ファイザー,6634,28530,,
2021-02-27,全国,医療,1回目,ファイザー,0,28530,,
2021-02-28,全国,医療,1回目,ファイザー,0,28530,,
2021-03-01,全国,医療,1回目,ファイザー,3255,31785,,
2021-03-02,全国,医療,1回目,ファイザー,2987,34772,,
2021-03-03,全国,医療,1回目,ファイザー,2531,37303,,
2021-03-04,全国,医療,1回目,ファイザー,1871,39174,,
2021-03-05,全国,医療,1回目,ファイザー,7295,46469,,
2021-03-06,全国,医療,1回目,ファイザー,0,46469,,
2021-03-07,全国,医療,1回目,ファイザー,0,46469,,
2021-03-08,全国,医療,1回目,ファイザー,24327,70796,,
2021-03-09,全国,医療,1回目,ファイザー,36762,107558,,
2021-03-10,全国,医療,1回目,ファイザー,41357,148915,,
2021-03-11,全国,医療,1回目,ファイザー,31826,180741,,
2021-03-12,全国,医療,1回目,ファイザー,46453,227194,,
2021-03-13,全国,医療,1回目,ファイザー,0,227194,,
2021-03-14,全国,医療,1回目,ファイザー,0,227194,,
2021-03-15,全国,医療,1回目,ファイザー,55204,282398,,
2021-03-16,全国,医療,1回目,ファイザー,67446,349844,,
2021-03-17,全国,医療,1回目,ファイザー,73352,423196,,
2021-03-18,全国,医療,1回目,ファイザー,67217,490413,,
2021-03-19,全国,医療,1回目,ファイザー,63041,553454,,
2021-03-20,全国,医療,1回目,ファイザー,0,553454,,
2021-03-21,全国,医療,1回目,ファイザー,0,553454,,
2021-03-22,全国,医療,1回目,ファイザー,70115,623569,,
2021-03-23,全国,医療,1回目,ファイザー,43801,667370,,
2021-03-24,全国,医療,1回目,ファイザー,38731,706101,,
2021-03-25,全国,医療,1回目,ファイザー,31571,737672,,
2021-03-26,全国,医療,1回目,ファイザー,43993,781665,,
2021-03-27,全国,医療,1回目,ファイザー,0,781665,,
2021-03-28,全国,医療,1回目,ファイザー,0,781665,,
2021-03-29,全国,医療,1回目,ファイザー,44039,825704,,
2021-03-30,全国,医療,1回目,ファイザー,27242,852946,,
2021-03-31,全国,医療,1回目,ファイザー,24213,877159,,
2021-04-01,全国,医療,1回目,ファイザー,16156,893315,,
2021-04-02,全国,医療,1回目,ファイザー,20026,913341,,
2021-04-03,全国,医療,1回目,ファイザー,0,913341,,
2021-04-04,全国,医療,1回目,ファイザー,0,913341,,
2021-04-05,全国,医療,1回目,ファイザー,43297,956638,,
2021-04-06,全国,医療,1回目,ファイザー,39420,996058,,
2021-04-07,全国,医療,1回目,ファイザー,40371,1036429,,
2021-04-08,全国,医療,1回目,ファイザー,29956,1066385,,
2021-04-09,全国,医療,1回目,ファイザー,35313,1101698,,
2021-04-10,全国,医療,1回目,ファイザー,0,1101698,,
2021-04-11,全国,医療,1回目,ファイザー,0,1101698,,
2021-04-12,全国,医療,1回目,ファイザー,26850,1128548,,
2021-04-13,全国,医療,1回目,ファイザー,13896,1142444,,
2021-04-14,全国,医療,1回目,ファイザー,9569,1152013,,
2021-04-15,全国,医療,1回目,ファイザー,16637,1168650,,
2021-04-16,全国,医療,1回目,ファイザー,29696,1198346,,
2021-04-17,全国,医療,1回目,ファイザー,0,1198346,,
2021-04-18,全国,医療,1回目,ファイザー,0,1198346,,
2021-04-19,全国,医療,1回目,ファイザー,64725,1263071,,
2021-04-20,全国,医療,1回目,ファイザー,98622,1361693,,
2021-04-21,全国,医療,1回目,ファイザー,126188,1487881,,
2021-04-22,全国,医療,1回目,ファイザー,128634,1616515,,
2021-04-23,全国,医療,1回目,ファイザー,147989,1764504,,
2021-04-24,全国,医療,1回目,ファイザー,0,1764504,,
2021-04-25,全国,医療,1回目,ファイザー,0,1764504,,
2021-04-26,全国,医療,1回目,ファイザー,221677,1986181,,
2021-04-27,全国,医療,1回目,ファイザー,172069,2158250,,
2021-04-28,全国,医療,1回目,ファイザー,194005,2352255,,
2021-04-29,全国,医療,1回目,ファイザー,0,2352255,,
2021-04-30,全国,医療,1回目,ファイザー,227667,2579922,,
2021-05-01,全国,医療,1回目,ファイザー,0,2579922,,
2021-05-02,全国,医療,1回目,ファイザー,0,2579922,,
2021-05-03,全国,医療,1回目,ファイザー,0,2579922,,
2021-05-04,全国,医療,1回目,ファイザー,0,2579922,,
2021-05-05,全国,医療,1回目,ファイザー,0,2579922,,
2021-05-06,全国,医療,1回目,ファイザー,268978,2848900,,
2021-05-07,全国,医療,1回目,ファイザー,97165,2946065,,
2021-05-08,全国,医療,1回目,ファイザー,0,2946065,,
2021-05-09,全国,医療,1回目,ファイザー,0,2946065,,
2021-05-10,全国,医療,1回目,ファイザー,155255,3101320,,
2021-05-11,全国,医療,1回目,ファイザー,90287,3191607,,
2021-05-12,全国,医療,1回目,ファイザー,82959,3274566,,
2021-05-13,全国,医療,1回目,ファイザー,93429,3367995,,
2021-05-14,全国,医療,1回目,ファイザー,99493,3467488,,
2021-05-15,全国,医療,1回目,ファイザー,0,3467488,,
2021-05-16,全国,医療,1回目,ファイザー,0,3467488,,
2021-05-17,全国,医療,1回目,ファイザー,133843,3601331,,
2021-05-18,全国,医療,1回目,ファイザー,94577,3695908,,
2021-05-19,全国,医療,1回目,ファイザー,88163,3784071,,
2021-05-20,全国,医療,1回目,ファイザー,81422,3865493,,
2021-05-21,全国,医療,1回目,ファイザー,99918,3965411,,
2021-05-22,全国,医療,1回目,ファイザー,0,3965411,,
2021-05-23,全国,医療,1回目,ファイザー,0,3965411,,
2021-05-24,全国,医療,1回目,ファイザー,136491,4101902,,
2021-05-25,全国,医療,1回目,ファイザー,87114,4189016,,
2021-05-26,全国,医療,1回目,ファイザー,93243,4282259,,
2021-05-27,全国,医療,1回目,ファイザー,84217,4366476,,
2021-05-28,全国,医療,1回目,ファイザー,87584,4454060,,
2021-05-29,全国,医療,1回目,ファイザー,0,4454060,,
2021-05-30,全国,医療,1回目,ファイザー,0,4454060,,
2021-05-31,全国,医療,1回目,ファイザー,131423,4585483,,
2021-06-01,全国,医療,1回目,ファイザー,66264,4651747,,
2021-06-02,全国,医療,1回目,ファイザー,71140,4722887,,
2021-06-03,全国,医療,1回目,ファイザー,59654,4782541,,
2021-06-04,全国,医療,1回目,ファイザー,62634,4845175,,
2021-06-05,全国,医療,1回目,ファイザー,0,4845175,,
2021-06-06,全国,医療,1回目,ファイザー,0,4845175,,
2021-06-07,全国,医療,1回目,ファイザー,104435,4949610,,
2021-06-08,全国,医療,1回目,ファイザー,71689,5021299,,
2021-06-09,全国,医療,1回目,ファイザー,67694,5088993,,
2021-06-10,全国,医療,1回目,ファイザー,52250,5141243,,
2021-06-11,全国,医療,1回目,ファイザー,54834,5196077,,
2021-06-12,全国,医療,1回目,ファイザー,0,5196077,,
2021-06-13,全国,医療,1回目,ファイザー,0,5196077,,
2021-06-14,全国,医療,1回目,ファイザー,85819,5281896,,
2021-06-15,全国,医療,1回目,ファイザー,40459,5322355,,
2021-06-16,全国,医療,1回目,ファイザー,43912,5366267,,
2021-06-17,全国,医療,1回目,ファイザー,46926,5413193,,
2021-06-18,全国,医療,1回目,ファイザー,50112,5463305,,
2021-06-19,全国,医療,1回目,ファイザー,0,5463305,,
2021-06-20,全国,医療,1回目,ファイザー,0,5463305,,
2021-06-21,全国,医療,1回目,ファイザー,67154,5530459,,
2021-06-22,全国,医療,1回目,ファイザー,44473,5574932,,
2021-06-23,全国,医療,1回目,ファイザー,46971,5621903,,
2021-06-24,全国,医療,1回目,ファイザー,43798,5665701,,
2021-06-25,全国,医療,1回目,ファイザー,47766,5713467,,
2021-06-26,全国,医療,1回目,ファイザー,0,5713467,,
2021-06-27,全国,医療,1回目,ファイザー,0,5713467,,
2021-06-28,全国,医療,1回目,ファイザー,71303,5784770,,
2021-06-29,全国,医療,1回目,ファイザー,36069,5820839,,
2021-06-30,全国,医療,1回目,ファイザー,30313,5851152,,
2021-07-01,全国,医療,1回目,ファイザー,36346,5887498,,
2021-07-02,全国,医療,1回目,ファイザー,25406,5912904,,
2021-07-03,全国,医療,1回目,ファイザー,0,5912904,,
2021-07-04,全国,医療,1回目,ファイザー,0,5912904,,
2021-07-05,全国,医療,1回目,ファイザー,57890,5970794,,
2021-07-06,全国,医療,1回目,ファイザー,45037,6015831,,
2021-07-07,全国,医療,1回目,ファイザー,28661,6044492,,
2021-07-08,全国,医療,1回目,ファイザー,34199,6078691,,
2021-07-09,全国,医療,1回目,ファイザー,31738,6110429,,
2021-07-10,全国,医療,1回目,ファイザー,0,6110429,,
2021-07-11,全国,医療,1回目,ファイザー,0,6110429,,
2021-07-12,全国,医療,1回目,ファイザー,47667,6158096,,
2021-07-13,全国,医療,1回目,ファイザー,25653,6183749,,
2021-07-14,全国,医療,1回目,ファイザー,22176,6205925,,
2021-07-15,全国,医療,1回目,ファイザー,24563,6230488,,
2021-07-16,全国,医療,1回目,ファイザー,23717,6254205,,
2021-07-17,全国,医療,1回目,ファイザー,0,6254205,,
2021-07-18,全国,医療,1回目,ファイザー,0,6254205,,
2021-07-19,全国,医療,1回目,ファイザー,29457,6283662,,
2021-07-20,全国,医療,1回目,ファイザー,34550,6318212,,
2021-07-21,全国,医療,1回目,ファイザー,371,6318583,,
2021-07-22,全国,医療,1回目,ファイザー,0,6318583,,
2021-07-23,全国,医療,1回目,ファイザー,0,6318583,,
2021-07-24,全国,医療,1回目,ファイザー,0,6318583,,
2021-07-25,全国,医療,1回目,ファイザー,0,6318583,,
2021-07-26,全国,医療,1回目,ファイザー,20343,6338926,,
2021-07-27,全国,医療,1回目,ファイザー,7285,6346211,,
2021-07-28,全国,医療,1回目,ファイザー,11517,6357728,,
2021-07-29,全国,医療,1回目,ファイザー,9074,6366802,,
2021-07-30,全国,医療,1回目,ファイザー,11403,6378205,,
2021-02-17,全国,医療,2回目,ファイザー,0,0,,
2021-02-18,全国,医療,2回目,ファイザー,0,0,,
2021-02-19,全国,医療,2回目,ファイザー,0,0,,
2021-02-20,全国,医療,2回目,ファイザー,0,0,,
2021-02-21,全国,医療,2回目,ファイザー,0,0,,
2021-02-22,全国,医療,2回目,ファイザー,0,0,,
2021-02-23,全国,医療,2回目,ファイザー,0,0,,
2021-02-24,全国,医療,2回目,ファイザー,0,0,,
2021-02-25,全国,医療,2回目,ファイザー,0,0,,
2021-02-26,全国,医療,2回目,ファイザー,0,0,,
2021-02-27,全国,医療,2回目,ファイザー,0,0,,
2021-02-28,全国,医療,2回目,ファイザー,0,0,,
2021-03-01,全国,医療,2回目,ファイザー,0,0,,
2021-03-02,全国,医療,2回目,ファイザー,0,0,,
2021-03-03,全国,医療,2回目,ファイザー,0,0,,
2021-03-04,全国,医療,2回目,ファイザー,0,0,,
2021-03-05,全国,医療,2回目,ファイザー,0,0,,
2021-03-06,全国,医療,2回目,ファイザー,0,0,,
2021-03-07,全国,医療,2回目,ファイザー,0,0,,
2021-03-08,全国,医療,2回目,ファイザー,0,0,,
2021-03-09,全国,医療,2回目,ファイザー,0,0,,
2021-03-10,全国,医療,2回目,ファイザー,35,35,,
2021-03-11,全国,医療,2回目,ファイザー,408,443,,
2021-03-12,全国,医療,2回目,ファイザー,2905,3348,,
2021-03-13,全国,医療,2回目,ファイザー,0,3348,,
2021-03-14,全国,医療,2回目,ファイザー,0,3348,,
2021-03-15,全国,医療,2回目,ファイザー,4529,7877,,
2021-03-16,全国,医療,2回目,ファイザー,1470,9347,,
2021-03-17,全国,医療,2回目,ファイザー,4942,14289,,
2021-03-18,全国,医療,2回目,ファイザー,4000,18289,,
2021-03-19,全国,医療,2回目,ファイザー,7092,25381,,
2021-03-20,全国,医療,2回目,ファイザー,0,25381,,
2021-03-21,全国,医療,2回目,ファイザー,0,25381,,
2021-03-22,全国,医療,2回目,ファイザー,3748,29129,,
2021-03-23,全国,医療,2回目,ファイザー,2627,31756,,
2021-03-24,全国,医療,2回目,ファイザー,3323,35079,,
2021-03-25,全国,医療,2回目,ファイザー,2371,37450,,
2021-03-26,全国,医療,2回目,ファイザー,3754,41204,,
2021-03-27,全国,医療,2回目,ファイザー,0,41204,,
2021-03-28,全国,医療,2回目,ファイザー,0,41204,,
2021-03-29,全国,医療,2回目,ファイザー,23754,64958,,
2021-03-30,全国,医療,2回目,ファイザー,31827,96785,,
2021-03-31,全国,医療,2回目,ファイザー,28795,125580,,
2021-04-01,全国,医療,2回目,ファイザー,31217,156797,,
2021-04-02,全国,医療,2回目,ファイザー,26560,183357,,
2021-04-03,全国,医療,2回目,ファイザー,0,183357,,
2021-04-04,全国,医療,2回目,ファイザー,0,183357,,
2021-04-05,全国,医療,2回目,ファイザー,56889,240246,,
2021-04-06,全国,医療,2回目,ファイザー,52262,292508,,
2021-04-07,全国,医療,2回目,ファイザー,64171,356679,,
2021-04-08,全国,医療,2回目,ファイザー,64542,421221,,
2021-04-09,全国,医療,2回目,ファイザー,69598,490819,,
2021-04-10,全国,医療,2回目,ファイザー,0,490819,,
2021-04-11,全国,医療,2回目,ファイザー,0,490819,,
2021-04-12,全国,医療,2回目,ファイザー,70086,560905,,
2021-04-13,全国,医療,2回目,ファイザー,40090,600995,,
2021-04-14,全国,医療,2回目,ファイザー,41427,642422,,
2021-04-15,全国,医療,2回目,ファイザー,35983,678405,,
2021-04-16,全国,医療,2回目,ファイザー,39991,718396,,
2021-04-17,全国,医療,2回目,ファイザー,0,718396,,
2021-04-18,全国,医療,2回目,ファイザー,0,718396,,
2021-04-19,全国,医療,2回目,ファイザー,54307,772703,,
2021-04-20,全国,医療,2回目,ファイザー,27797,800500,,
2021-04-21,全国,医療,2回目,ファイザー,26696,827196,,
2021-04-22,全国,医療,2回目,ファイザー,21855,849051,,
2021-04-23,全国,医療,2回目,ファイザー,29683,878734,,
2021-04-24,全国,医療,2回目,ファイザー,0,878734,,
2021-04-25,全国,医療,2回目,ファイザー,0,878734,,
2021-04-26,全国,医療,2回目,ファイザー,41651,920385,,
2021-04-27,全国,医療,2回目,ファイザー,31105,951490,,
2021-04-28,全国,医療,2回目,ファイザー,44268,995758,,
2021-04-29,全国,医療,2回目,ファイザー,0,995758,,
2021-04-30,全国,医療,2回目,ファイザー,47240,1042998,,
2021-05-01,全国,医療,2回目,ファイザー,0,1042998,,
2021-05-02,全国,医療,2回目,ファイザー,0,1042998,,
2021-05-03,全国,医療,2回目,ファイザー,0,1042998,,
2021-05-04,全国,医療,2回目,ファイザー,0,1042998,,
2021-05-05,全国,医療,2回目,ファイザー,0,1042998,,
2021-05-06,全国,医療,2回目,ファイザー,62936,1105934,,
2021-05-07,全国,医療,2回目,ファイザー,43179,1149113,,
2021-05-08,全国,医療,2回目,ファイザー,0,1149113,,
2021-05-09,全国,医療,2回目,ファイザー,0,1149113,,
2021-05-10,全国,医療,2回目,ファイザー,68249,1217362,,
2021-05-11,全国,医療,2回目,ファイザー,78451,1295813,,
2021-05-12,全国,医療,2回目,ファイザー,98761,1394574,,
2021-05-13,全国,医療,2回目,ファイザー,125710,1520284,,
2021-05-14,全国,医療,2回目,ファイザー,143385,1663669,,
2021-05-15,全国,医療,2回目,ファイザー,0,1663669,,
2021-05-16,全国,医療,2回目,ファイザー,0,1663669,,
2021-05-17,全国,医療,2回目,ファイザー,215723,1879392,,
2021-05-18,全国,医療,2回目,ファイザー,155667,2035059,,
2021-05-19,全国,医療,2回目,ファイザー,179703,2214762,,
2021-05-20,全国,医療,2回目,ファイザー,109111,2323873,,
2021-05-21,全国,医療,2回目,ファイザー,149103,2472976,,
2021-05-22,全国,医療,2回目,ファイザー,0,2472976,,
2021-05-23,全国,医療,2回目,ファイザー,0,2472976,,
2021-05-24,全国,医療,2回目,ファイザー,193829,2666805,,
2021-05-25,全国,医療,2回目,ファイザー,52062,2718867,,
2021-05-26,全国,医療,2回目,ファイザー,49174,2768041,,
2021-05-27,全国,医療,2回目,ファイザー,60892,2828933,,
2021-05-28,全国,医療,2回目,ファイザー,76775,2905708,,
2021-05-29,全国,医療,2回目,ファイザー,0,2905708,,
2021-05-30,全国,医療,2回目,ファイザー,0,2905708,,
2021-05-31,全国,医療,2回目,ファイザー,141250,3046958,,
2021-06-01,全国,医療,2回目,ファイザー,92670,3139628,,
2021-06-02,全国,医療,2回目,ファイザー,87670,3227298,,
2021-06-03,全国,医療,2回目,ファイザー,83391,3310689,,
2021-06-04,全国,医療,2回目,ファイザー,95640,3406329,,
2021-06-05,全国,医療,2回目,ファイザー,0,3406329,,
2021-06-06,全国,医療,2回目,ファイザー,0,3406329,,
2021-06-07,全国,医療,2回目,ファイザー,132756,3539085,,
2021-06-08,全国,医療,2回目,ファイザー,89243,3628328,,
2021-06-09,全国,医療,2回目,ファイザー,98643,3726971,,
2021-06-10,全国,医療,2回目,ファイザー,82622,3809593,,
2021-06-11,全国,医療,2回目,ファイザー,91480,3901073,,
2021-06-12,全国,医療,2回目,ファイザー,0,3901073,,
2021-06-13,全国,医療,2回目,ファイザー,0,3901073,,
2021-06-14,全国,医療,2回目,ファイザー,123536,4024609,,
2021-06-15,全国,医療,2回目,ファイザー,71948,4096557,,
2021-06-16,全国,医療,2回目,ファイザー,72041,4168598,,
2021-06-17,全国,医療,2回目,ファイザー,77793,4246391,,
2021-06-18,全国,医療,2回目,ファイザー,73691,4320082,,
2021-06-19,全国,医療,2回目,ファイザー,0,4320082,,
2021-06-20,全国,医療,2回目,ファイザー,0,4320082,,
2021-06-21,全国,医療,2回目,ファイザー,123679,4443761,,
2021-06-22,全国,医療,2回目,ファイザー,47609,4491370,,
2021-06-23,全国,医療,2回目,ファイザー,59733,4551103,,
2021-06-24,全国,医療,2回目,ファイザー,63930,4615033,,
2021-06-25,全国,医療,2回目,ファイザー,74926,4689959,,
